fips2000,fips2010,Rent50_2,Rent50_0,Rent50_1,Rent50_3,Rent50_4,State,cbsasub,areaname,county,CouSub,countyname,county_town_name,pop2010,hu2010,state_alpha
0100199999,0100199999,840,602,690,1097,1424,1,METRO33860M33860,"Montgomery, AL MSA",1,99999,Autauga County,Autauga County,54571,22135,AL
0100399999,0100399999,935,770,808,1363,1577,1,METRO19300M19300,"Daphne-Fairhope-Foley, AL MSA",3,99999,Baldwin County,Baldwin County,182265,104061,AL
0100599999,0100599999,678,503,507,841,929,1,NCNTY01005N01005,"Barbour County, AL",5,99999,Barbour County,Barbour County,27457,11829,AL
0100799999,0100799999,914,666,790,1234,1360,1,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",7,99999,Bibb County,Bibb County,22915,8981,AL
0100999999,0100999999,914,666,790,1234,1360,1,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",9,99999,Blount County,Blount County,57322,23887,AL
0101199999,0101199999,569,451,454,829,985,1,NCNTY01011N01011,"Bullock County, AL",11,99999,Bullock County,Bullock County,10914,4493,AL
0101399999,0101399999,576,427,430,810,841,1,NCNTY01013N01013,"Butler County, AL",13,99999,Butler County,Butler County,20947,9964,AL
0101599999,0101599999,676,473,505,860,951,1,METRO11500M11500,"Anniston-Oxford-Jacksonville, AL MSA",15,99999,Calhoun County,Calhoun County,118572,53289,AL
0101799999,0101799999,731,467,599,907,1002,1,NCNTY01017N01017,"Chambers County, AL",17,99999,Chambers County,Chambers County,34215,17004,AL
0101999999,0101999999,654,485,489,910,1142,1,NCNTY01019N01019,"Cherokee County, AL",19,99999,Cherokee County,Cherokee County,25989,16267,AL
0102199999,0102199999,650,492,556,947,1135,1,METRO13820N01021,"Chilton County, AL HUD Metro FMR Area",21,99999,Chilton County,Chilton County,43643,19278,AL
0102399999,0102399999,709,526,530,880,1035,1,NCNTY01023N01023,"Choctaw County, AL",23,99999,Choctaw County,Choctaw County,13859,7269,AL
0102599999,0102599999,569,468,492,800,922,1,NCNTY01025N01025,"Clarke County, AL",25,99999,Clarke County,Clarke County,25833,12638,AL
0102799999,0102799999,569,439,460,806,831,1,NCNTY01027N01027,"Clay County, AL",27,99999,Clay County,Clay County,13932,6776,AL
0102999999,0102999999,671,498,501,833,920,1,NCNTY01029N01029,"Cleburne County, AL",29,99999,Cleburne County,Cleburne County,14972,6718,AL
0103199999,0103199999,640,505,508,931,1062,1,NCNTY01031N01031,"Coffee County, AL",31,99999,Coffee County,Coffee County,49948,22330,AL
0103399999,0103399999,653,504,507,848,1028,1,METRO22520M22520,"Florence-Muscle Shoals, AL MSA",33,99999,Colbert County,Colbert County,54428,25758,AL
0103599999,0103599999,569,422,425,829,831,1,NCNTY01035N01035,"Conecuh County, AL",35,99999,Conecuh County,Conecuh County,13228,7093,AL
0103799999,0103799999,605,464,467,815,829,1,NCNTY01037N01037,"Coosa County, AL",37,99999,Coosa County,Coosa County,11539,6478,AL
0103999999,0103999999,620,460,463,826,1082,1,NCNTY01039N01039,"Covington County, AL",39,99999,Covington County,Covington County,37765,18829,AL
0104199999,0104199999,569,422,425,759,930,1,NCNTY01041N01041,"Crenshaw County, AL",41,99999,Crenshaw County,Crenshaw County,13906,6735,AL
0104399999,0104399999,652,476,520,819,894,1,NCNTY01043N01043,"Cullman County, AL",43,99999,Cullman County,Cullman County,80406,37054,AL
0104599999,0104599999,618,398,478,888,1079,1,NCNTY01045N01045,"Dale County, AL",45,99999,Dale County,Dale County,50251,22677,AL
0104799999,0104799999,569,409,453,747,981,1,NCNTY01047N01047,"Dallas County, AL",47,99999,Dallas County,Dallas County,43820,20208,AL
0104999999,0104999999,617,464,473,766,846,1,NCNTY01049N01049,"DeKalb County, AL",49,99999,DeKalb County,DeKalb County,71109,31109,AL
0105199999,0105199999,840,602,690,1097,1424,1,METRO33860M33860,"Montgomery, AL MSA",51,99999,Elmore County,Elmore County,79303,32657,AL
0105399999,0105399999,586,482,506,767,874,1,NCNTY01053N01053,"Escambia County, AL",53,99999,Escambia County,Escambia County,38319,16486,AL
0105599999,0105599999,685,432,530,850,985,1,METRO23460M23460,"Gadsden, AL MSA",55,99999,Etowah County,Etowah County,104430,47454,AL
0105799999,0105799999,569,461,490,807,831,1,NCNTY01057N01057,"Fayette County, AL",57,99999,Fayette County,Fayette County,17241,8437,AL
0105999999,0105999999,573,453,456,711,836,1,NCNTY01059N01059,"Franklin County, AL",59,99999,Franklin County,Franklin County,31704,14022,AL
0106199999,0106199999,701,532,542,942,1104,1,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",61,99999,Geneva County,Geneva County,26790,12687,AL
0106399999,0106399999,569,451,454,829,831,1,NCNTY01063N01063,"Greene County, AL",63,99999,Greene County,Greene County,9045,5007,AL
0106599999,0106599999,858,608,706,1096,1176,1,METRO46220M46220,"Tuscaloosa, AL HUD Metro FMR Area",65,99999,Hale County,Hale County,15760,7655,AL
0106799999,0106799999,611,476,486,792,1067,1,METRO20020N01067,"Henry County, AL HUD Metro FMR Area",67,99999,Henry County,Henry County,17302,8891,AL
0106999999,0106999999,701,532,542,942,1104,1,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",69,99999,Houston County,Houston County,101547,45319,AL
0107199999,0107199999,606,491,497,752,941,1,NCNTY01071N01071,"Jackson County, AL",71,99999,Jackson County,Jackson County,53227,24786,AL
0107399999,0107399999,914,666,790,1234,1360,1,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",73,99999,Jefferson County,Jefferson County,658466,300552,AL
0107599999,0107599999,569,461,472,706,831,1,NCNTY01075N01075,"Lamar County, AL",75,99999,Lamar County,Lamar County,14564,7354,AL
0107799999,0107799999,653,504,507,848,1028,1,METRO22520M22520,"Florence-Muscle Shoals, AL MSA",77,99999,Lauderdale County,Lauderdale County,92709,43791,AL
0107999999,0107999999,666,462,548,910,993,1,METRO19460M19460,"Decatur, AL MSA",79,99999,Lawrence County,Lawrence County,34339,15229,AL
0108199999,0108199999,799,553,597,1065,1333,1,METRO12220M12220,"Auburn-Opelika, AL MSA",81,99999,Lee County,Lee County,140247,62391,AL
0108399999,0108399999,782,564,643,1069,1304,1,METRO26620M26620,"Huntsville, AL MSA",83,99999,Limestone County,Limestone County,82782,34977,AL
0108599999,0108599999,840,602,690,1097,1424,1,METRO33860M33860,"Montgomery, AL MSA",85,99999,Lowndes County,Lowndes County,11299,5140,AL
0108799999,0108799999,597,443,446,870,984,1,NCNTY01087N01087,"Macon County, AL",87,99999,Macon County,Macon County,21452,10259,AL
0108999999,0108999999,782,564,643,1069,1304,1,METRO26620M26620,"Huntsville, AL MSA",89,99999,Madison County,Madison County,334811,146447,AL
0109199999,0109199999,569,422,425,774,831,1,NCNTY01091N01091,"Marengo County, AL",91,99999,Marengo County,Marengo County,21027,10237,AL
0109399999,0109399999,569,422,425,716,780,1,NCNTY01093N01093,"Marion County, AL",93,99999,Marion County,Marion County,30776,14737,AL
0109599999,0109599999,620,460,463,847,850,1,NCNTY01095N01095,"Marshall County, AL",95,99999,Marshall County,Marshall County,93019,40342,AL
0109799999,0109799999,847,697,705,1111,1251,1,METRO33660M33660,"Mobile, AL MSA",97,99999,Mobile County,Mobile County,412992,178196,AL
0109999999,0109999999,569,448,451,829,993,1,NCNTY01099N01099,"Monroe County, AL",99,99999,Monroe County,Monroe County,23068,11333,AL
0110199999,0110199999,840,602,690,1097,1424,1,METRO33860M33860,"Montgomery, AL MSA",101,99999,Montgomery County,Montgomery County,229363,101641,AL
0110399999,0110399999,666,462,548,910,993,1,METRO19460M19460,"Decatur, AL MSA",103,99999,Morgan County,Morgan County,119490,51193,AL
0110599999,0110599999,569,468,492,763,831,1,NCNTY01105N01105,"Perry County, AL",105,99999,Perry County,Perry County,10591,4737,AL
0110799999,0110799999,588,417,439,731,806,1,METRO46220N01107,"Pickens County, AL HUD Metro FMR Area",107,99999,Pickens County,Pickens County,19746,9483,AL
0110999999,0110999999,628,517,542,902,917,1,NCNTY01109N01109,"Pike County, AL",109,99999,Pike County,Pike County,32899,15267,AL
0111199999,0111199999,615,469,473,818,853,1,NCNTY01111N01111,"Randolph County, AL",111,99999,Randolph County,Randolph County,22913,11982,AL
0111399999,0111399999,848,648,718,1176,1481,1,METRO17980M17980,"Columbus, GA-AL MSA",113,99999,Russell County,Russell County,52947,24595,AL
0111599999,0111599999,914,666,790,1234,1360,1,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",115,99999,St. Clair County,St. Clair County,83593,35541,AL
0111799999,0111799999,914,666,790,1234,1360,1,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",117,99999,Shelby County,Shelby County,195085,80970,AL
0111999999,0111999999,714,578,583,886,979,1,NCNTY01119N01119,"Sumter County, AL",119,99999,Sumter County,Sumter County,13763,6786,AL
0112199999,0112199999,620,460,463,868,887,1,NCNTY01121N01121,"Talladega County, AL",121,99999,Talladega County,Talladega County,82291,37088,AL
0112399999,0112399999,595,482,489,863,957,1,NCNTY01123N01123,"Tallapoosa County, AL",123,99999,Tallapoosa County,Tallapoosa County,41616,22111,AL
0112599999,0112599999,858,608,706,1096,1176,1,METRO46220M46220,"Tuscaloosa, AL HUD Metro FMR Area",125,99999,Tuscaloosa County,Tuscaloosa County,194656,84872,AL
0112799999,0112799999,682,516,531,912,1054,1,METRO13820N01127,"Walker County, AL HUD Metro FMR Area",127,99999,Walker County,Walker County,67023,30816,AL
0112999999,0112999999,678,505,508,963,990,1,NCNTY01129N01129,"Washington County, AL",129,99999,Washington County,Washington County,17581,8407,AL
0113199999,0113199999,569,451,454,808,831,1,NCNTY01131N01131,"Wilcox County, AL",131,99999,Wilcox County,Wilcox County,11670,5649,AL
0113399999,0113399999,569,435,438,791,993,1,NCNTY01133N01133,"Winston County, AL",133,99999,Winston County,Winston County,24484,13469,AL
0201399999,0201399999,986,713,852,1237,1352,2,NCNTY02013N02013,"Aleutians East Borough, AK",13,99999,Aleutians East Borough,Aleutians East Borough,3141,747,AK
0201699999,0201699999,1598,986,1226,1983,2465,2,NCNTY02016N02016,"Aleutians West Census Area, AK",16,99999,Aleutians West Census Area,Aleutians West Census Area,5561,1929,AK
0202099999,0202099999,1378,940,1089,2008,2406,2,METRO11260M11260,"Anchorage, AK HUD Metro FMR Area",20,99999,Anchorage Municipality,Anchorage Municipality,291826,113032,AK
0205099999,0205099999,1530,1140,1313,1899,2097,2,NCNTY02050N02050,"Bethel Census Area, AK",50,99999,Bethel Census Area,Bethel Census Area,17013,5919,AK
0206099999,0206099999,1263,913,944,1600,1948,2,NCNTY02060N02060,"Bristol Bay Borough, AK",60,99999,Bristol Bay Borough,Bristol Bay Borough,997,969,AK
0206899999,0206899999,1292,934,1020,1658,1993,2,NCNTY02068N02068,"Denali Borough, AK",68,99999,Denali Borough,Denali Borough,1826,1771,AK
0207099999,0207099999,1161,840,985,1441,1791,2,NCNTY02070N02070,"Dillingham Census Area, AK",70,99999,Dillingham Census Area,Dillingham Census Area,4847,2427,AK
0209099999,0209099999,1305,805,975,1902,2115,2,METRO21820M21820,"Fairbanks, AK MSA",90,99999,Fairbanks North Star Borough,Fairbanks North Star Borough,97581,41783,AK
0210099999,0210099999,927,670,801,1190,1430,2,NCNTY02100N02100,"Haines Borough, AK",100,99999,Haines Borough,Haines Borough,2508,1631,AK
0210599999,0210599999,819,505,647,1096,1123,2,NCNTY02105N02105,"Hoonah-Angoon Census Area, AK",105,99999,Hoonah-Angoon Census Area,Hoonah-Angoon Census Area,2150,1771,AK
0211099999,0211099999,1412,874,1055,2001,2178,2,NCNTY02110N02110,"Juneau City and Borough, AK",110,99999,Juneau City and Borough,Juneau City and Borough,31275,13055,AK
0212299999,0212299999,1052,832,837,1340,1768,2,NCNTY02122N02122,"Kenai Peninsula Borough, AK",122,99999,Kenai Peninsula Borough,Kenai Peninsula Borough,55400,30578,AK
0213099999,0213099999,1261,778,1003,1751,2084,2,NCNTY02130N02130,"Ketchikan Gateway Borough, AK",130,99999,Ketchikan Gateway Borough,Ketchikan Gateway Borough,13477,6166,AK
0215099999,0215099999,1033,801,893,1505,1680,2,NCNTY02150N02150,"Kodiak Island Borough, AK",150,99999,Kodiak Island Borough,Kodiak Island Borough,13592,5303,AK
0216499999,0216499999,920,665,795,1159,1419,2,NCNTY02164N02164,"Lake and Peninsula Borough, AK",164,99999,Lake and Peninsula Borough,Lake and Peninsula Borough,1631,1502,AK
0217099999,0217099999,1062,655,793,1548,1854,2,METRO11260N02170,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",170,99999,Matanuska-Susitna Borough,Matanuska-Susitna Borough,88995,41329,AK
0218099999,0218099999,1547,954,1221,1920,2120,2,NCNTY02180N02180,"Nome Census Area, AK",180,99999,Nome Census Area,Nome Census Area,9492,4008,AK
0218599999,0218599999,1016,756,878,1298,1774,2,NCNTY02185N02185,"North Slope Borough, AK",185,99999,North Slope Borough,North Slope Borough,9430,2500,AK
0218899999,0218899999,1327,1093,1147,1647,1819,2,NCNTY02188N02188,"Northwest Arctic Borough, AK",188,99999,Northwest Arctic Borough,Northwest Arctic Borough,7523,2707,AK
0219599999,0219599999,1066,657,796,1323,1461,2,NCNTY02195N02195,"Petersburg Census Area, AK",195,99999,Petersburg Census Area,Petersburg Census Area,3815,1994,AK
0219899999,0219899999,981,801,806,1217,1345,2,NCNTY02198N02198,"Prince of Wales-Hyder Census Area, AK",198,99999,Prince of Wales-Hyder Census Area,Prince of Wales-Hyder Census Area,5559,2992,AK
0222099999,0222099999,1272,870,950,1751,1962,2,NCNTY02220N02220,"Sitka City and Borough, AK",220,99999,Sitka City and Borough,Sitka City and Borough,8881,4102,AK
0223099999,0223099999,1308,946,999,1679,2017,2,NCNTY02230N02230,"Skagway Municipality, AK",230,99999,Skagway Municipality,Skagway Municipality,968,636,AK
0224099999,0224099999,1258,910,1087,1818,2196,2,NCNTY02240N02240,"Southeast Fairbanks Census Area, AK",240,99999,Southeast Fairbanks Census Area,Southeast Fairbanks Census Area,7029,3915,AK
0226199999,0226199999,1237,918,924,1535,1908,2,NCNTY02261N02261,"Valdez-Cordova Census Area, AK",261,99999,Valdez-Cordova Census Area,Valdez-Cordova Census Area,9636,6102,AK
0227099999,0227099999,939,679,741,1165,1287,2,NCNTY02270N02270,"Wade Hampton Census Area, AK",270,99999,Wade Hampton Census Area,Wade Hampton Census Area,7459,2183,AK
0227599999,0227599999,882,638,659,1285,1360,2,NCNTY02275N02275,"Wrangell City and Borough, AK",275,99999,Wrangell City and Borough,Wrangell City and Borough,2369,1428,AK
0228299999,0228299999,1057,764,835,1326,1630,2,NCNTY02282N02282,"Yakutat City and Borough, AK",282,99999,Yakutat City and Borough,Yakutat City and Borough,662,450,AK
0229099999,0229099999,811,617,621,1006,1251,2,NCNTY02290N02290,"Yukon-Koyukuk Census Area, AK",290,99999,Yukon-Koyukuk Census Area,Yukon-Koyukuk Census Area,5588,4038,AK
0400199999,0400199999,913,582,739,1277,1563,4,NCNTY04001N04001,"Apache County, AZ",1,99999,Apache County,Apache County,71518,32514,AZ
0400399999,0400399999,902,703,727,1256,1575,4,METRO43420M43420,"Sierra Vista-Douglas, AZ MSA",3,99999,Cochise County,Cochise County,131346,59041,AZ
0400599999,0400599999,1216,815,974,1509,1807,4,METRO22380M22380,"Flagstaff, AZ MSA",5,99999,Coconino County,Coconino County,134421,63321,AZ
0400799999,0400799999,880,680,684,1202,1206,4,NCNTY04007N04007,"Gila County, AZ",7,99999,Gila County,Gila County,53597,32698,AZ
0400999999,0400999999,804,496,690,1159,1163,4,NCNTY04009N04009,"Graham County, AZ",9,99999,Graham County,Graham County,37220,12980,AZ
0401199999,0401199999,705,530,605,875,1081,4,NCNTY04011N04011,"Greenlee County, AZ",11,99999,Greenlee County,Greenlee County,8437,4372,AZ
0401299999,0401299999,748,555,559,928,1306,4,NCNTY04012N04012,"La Paz County, AZ",12,99999,La Paz County,La Paz County,20489,16049,AZ
0401399999,0401399999,974,635,783,1419,1661,4,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",13,99999,Maricopa County,Maricopa County,3817117,1639279,AZ
0401599999,0401599999,793,531,623,1137,1244,4,METRO29420M29420,"Lake Havasu City-Kingman, AZ MSA",15,99999,Mohave County,Mohave County,200186,110911,AZ
0401799999,0401799999,836,667,672,1129,1294,4,NCNTY04017N04017,"Navajo County, AZ",17,99999,Navajo County,Navajo County,107449,56938,AZ
0401999999,0401999999,916,565,684,1335,1573,4,METRO46060M46060,"Tucson, AZ MSA",19,99999,Pima County,Pima County,980263,440909,AZ
0402199999,0402199999,974,635,783,1419,1661,4,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",21,99999,Pinal County,Pinal County,375770,159222,AZ
0402399999,0402399999,744,552,556,1013,1181,4,NCNTY04023N04023,"Santa Cruz County, AZ",23,99999,Santa Cruz County,Santa Cruz County,47420,18010,AZ
0402599999,0402599999,897,706,711,1307,1369,4,METRO39140M39140,"Prescott, AZ MSA",25,99999,Yavapai County,Yavapai County,211033,110432,AZ
0402799999,0402799999,868,644,648,1265,1505,4,METRO49740M49740,"Yuma, AZ MSA",27,99999,Yuma County,Yuma County,195751,87850,AZ
0500199999,0500199999,669,526,565,865,947,5,NCNTY05001N05001,"Arkansas County, AR",1,99999,Arkansas County,Arkansas County,19019,9436,AR
0500399999,0500399999,632,497,529,856,866,5,NCNTY05003N05003,"Ashley County, AR",3,99999,Ashley County,Ashley County,21853,10137,AR
0500599999,0500599999,675,501,504,928,1107,5,NCNTY05005N05005,"Baxter County, AR",5,99999,Baxter County,Baxter County,41513,22580,AR
0500799999,0500799999,752,549,581,1092,1313,5,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",7,99999,Benton County,Benton County,221339,93084,AR
0500999999,0500999999,654,485,489,933,1142,5,NCNTY05009N05009,"Boone County, AR",9,99999,Boone County,Boone County,36903,16827,AR
0501199999,0501199999,740,513,553,920,1014,5,NCNTY05011N05011,"Bradley County, AR",11,99999,Bradley County,Bradley County,11508,5860,AR
0501399999,0501399999,645,507,509,812,937,5,NCNTY05013N05013,"Calhoun County, AR",13,99999,Calhoun County,Calhoun County,5368,2897,AR
0501599999,0501599999,689,567,568,900,944,5,NCNTY05015N05015,"Carroll County, AR",15,99999,Carroll County,Carroll County,27446,13559,AR
0501799999,0501799999,617,485,497,899,1077,5,NCNTY05017N05017,"Chicot County, AR",17,99999,Chicot County,Chicot County,11800,5421,AR
0501999999,0501999999,648,481,484,894,995,5,NCNTY05019N05019,"Clark County, AR",19,99999,Clark County,Clark County,22995,10385,AR
0502199999,0502199999,617,458,461,899,977,5,NCNTY05021N05021,"Clay County, AR",21,99999,Clay County,Clay County,16083,8031,AR
0502399999,0502399999,653,485,488,952,987,5,NCNTY05023N05023,"Cleburne County, AR",23,99999,Cleburne County,Cleburne County,25970,15826,AR
0502599999,0502599999,687,424,524,853,1039,5,METRO38220M38220,"Pine Bluff, AR MSA",25,99999,Cleveland County,Cleveland County,8689,4064,AR
0502799999,0502799999,617,485,515,899,957,5,NCNTY05027N05027,"Columbia County, AR",27,99999,Columbia County,Columbia County,24552,11596,AR
0502999999,0502999999,747,489,558,927,1221,5,NCNTY05029N05029,"Conway County, AR",29,99999,Conway County,Conway County,21273,9720,AR
0503199999,0503199999,680,419,553,929,932,5,METRO27860MM3700,"Jonesboro, AR HUD Metro FMR Area",31,99999,Craighead County,Craighead County,96443,40515,AR
0503399999,0503399999,675,501,504,901,1086,5,METRO22900M22900,"Fort Smith, AR-OK HUD Metro FMR Area",33,99999,Crawford County,Crawford County,61948,26115,AR
0503599999,0503599999,881,641,746,1201,1394,5,METRO32820M32820,"Memphis, TN-MS-AR HUD Metro FMR Area",35,99999,Crittenden County,Crittenden County,50902,21489,AR
0503799999,0503799999,693,514,518,897,1016,5,NCNTY05037N05037,"Cross County, AR",37,99999,Cross County,Cross County,17870,7853,AR
0503999999,0503999999,617,485,485,891,896,5,NCNTY05039N05039,"Dallas County, AR",39,99999,Dallas County,Dallas County,8116,4305,AR
0504199999,0504199999,617,460,463,855,896,5,NCNTY05041N05041,"Desha County, AR",41,99999,Desha County,Desha County,13008,6261,AR
0504399999,0504399999,640,475,478,860,881,5,NCNTY05043N05043,"Drew County, AR",43,99999,Drew County,Drew County,18509,8408,AR
0504599999,0504599999,817,560,673,1111,1300,5,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",45,99999,Faulkner County,Faulkner County,113237,46612,AR
0504799999,0504799999,637,473,476,790,925,5,NCNTY05047N05047,"Franklin County, AR",47,99999,Franklin County,Franklin County,18125,8021,AR
0504999999,0504999999,617,458,461,820,896,5,NCNTY05049N05049,"Fulton County, AR",49,99999,Fulton County,Fulton County,12245,6778,AR
0505199999,0505199999,784,484,586,991,1189,5,METRO26300M26300,"Hot Springs, AR MSA",51,99999,Garland County,Garland County,96024,50548,AR
0505399999,0505399999,657,483,568,958,1147,5,METRO30780N05053,"Grant County, AR HUD Metro FMR Area",53,99999,Grant County,Grant County,17853,7758,AR
0505599999,0505599999,692,427,564,892,1136,5,NCNTY05055N05055,"Greene County, AR",55,99999,Greene County,Greene County,42090,17892,AR
0505799999,0505799999,640,503,518,865,889,5,NCNTY05057N05057,"Hempstead County, AR",57,99999,Hempstead County,Hempstead County,22609,10419,AR
0505999999,0505999999,648,509,560,845,968,5,NCNTY05059N05059,"Hot Spring County, AR",59,99999,Hot Spring County,Hot Spring County,32923,14332,AR
0506199999,0506199999,617,385,461,798,979,5,NCNTY05061N05061,"Howard County, AR",61,99999,Howard County,Howard County,13789,6238,AR
0506399999,0506399999,654,485,489,822,988,5,NCNTY05063N05063,"Independence County, AR",63,99999,Independence County,Independence County,36647,16187,AR
0506599999,0506599999,617,381,499,816,935,5,NCNTY05065N05065,"Izard County, AR",65,99999,Izard County,Izard County,13696,7232,AR
0506799999,0506799999,617,381,461,810,971,5,NCNTY05067N05067,"Jackson County, AR",67,99999,Jackson County,Jackson County,17997,7601,AR
0506999999,0506999999,687,424,524,853,1039,5,METRO38220M38220,"Pine Bluff, AR MSA",69,99999,Jefferson County,Jefferson County,77435,33006,AR
0507199999,0507199999,643,477,480,801,881,5,NCNTY05071N05071,"Johnson County, AR",71,99999,Johnson County,Johnson County,25540,11311,AR
0507399999,0507399999,617,458,461,790,890,5,NCNTY05073N05073,"Lafayette County, AR",73,99999,Lafayette County,Lafayette County,7645,4353,AR
0507599999,0507599999,617,460,463,827,863,5,NCNTY05075N05075,"Lawrence County, AR",75,99999,Lawrence County,Lawrence County,17415,8000,AR
0507799999,0507799999,631,468,471,783,879,5,NCNTY05077N05077,"Lee County, AR",77,99999,Lee County,Lee County,10424,4356,AR
0507999999,0507999999,687,424,524,853,1039,5,METRO38220M38220,"Pine Bluff, AR MSA",79,99999,Lincoln County,Lincoln County,14134,4860,AR
0508199999,0508199999,617,458,461,766,1077,5,METRO45500N05081,"Little River County, AR HUD Metro FMR Area",81,99999,Little River County,Little River County,13171,6460,AR
0508399999,0508399999,617,428,461,870,992,5,NCNTY05083N05083,"Logan County, AR",83,99999,Logan County,Logan County,22353,10108,AR
0508599999,0508599999,817,560,673,1111,1300,5,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",85,99999,Lonoke County,Lonoke County,68356,27239,AR
0508799999,0508799999,752,549,581,1092,1313,5,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",87,99999,Madison County,Madison County,15717,7481,AR
0508999999,0508999999,617,458,461,799,979,5,NCNTY05089N05089,"Marion County, AR",89,99999,Marion County,Marion County,16653,9354,AR
0509199999,0509199999,761,477,602,955,1043,5,METRO45500M45500,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",91,99999,Miller County,Miller County,43462,19281,AR
0509399999,0509399999,672,458,502,871,921,5,NCNTY05093N05093,"Mississippi County, AR",93,99999,Mississippi County,Mississippi County,46480,20459,AR
0509599999,0509599999,628,466,469,817,1096,5,NCNTY05095N05095,"Monroe County, AR",95,99999,Monroe County,Monroe County,8149,4455,AR
0509799999,0509799999,681,505,509,845,989,5,NCNTY05097N05097,"Montgomery County, AR",97,99999,Montgomery County,Montgomery County,9487,5763,AR
0509999999,0509999999,618,459,462,810,880,5,NCNTY05099N05099,"Nevada County, AR",99,99999,Nevada County,Nevada County,8997,4563,AR
0510199999,0510199999,617,458,461,774,896,5,NCNTY05101N05101,"Newton County, AR",101,99999,Newton County,Newton County,8330,4664,AR
0510399999,0510399999,617,508,533,826,1019,5,NCNTY05103N05103,"Ouachita County, AR",103,99999,Ouachita County,Ouachita County,26120,13121,AR
0510599999,0510599999,817,560,673,1111,1300,5,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",105,99999,Perry County,Perry County,10445,4907,AR
0510799999,0510799999,618,459,462,901,1079,5,NCNTY05107N05107,"Phillips County, AR",107,99999,Phillips County,Phillips County,21757,10126,AR
0510999999,0510999999,617,508,533,766,846,5,NCNTY05109N05109,"Pike County, AR",109,99999,Pike County,Pike County,11291,5580,AR
0511199999,0511199999,617,502,505,849,1019,5,METRO27860N05111,"Poinsett County, AR HUD Metro FMR Area",111,99999,Poinsett County,Poinsett County,24583,10923,AR
0511399999,0511399999,617,458,461,811,897,5,NCNTY05113N05113,"Polk County, AR",113,99999,Polk County,Polk County,20662,10002,AR
0511599999,0511599999,681,513,516,962,1189,5,NCNTY05115N05115,"Pope County, AR",115,99999,Pope County,Pope County,61754,25551,AR
0511799999,0511799999,617,475,478,899,1077,5,NCNTY05117N05117,"Prairie County, AR",117,99999,Prairie County,Prairie County,8715,4503,AR
0511999999,0511999999,817,560,673,1111,1300,5,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",119,99999,Pulaski County,Pulaski County,382748,175555,AR
0512199999,0512199999,617,458,461,766,896,5,NCNTY05121N05121,"Randolph County, AR",121,99999,Randolph County,Randolph County,17969,8513,AR
0512399999,0512399999,617,485,522,899,1077,5,NCNTY05123N05123,"St. Francis County, AR",123,99999,St. Francis County,St. Francis County,28258,10903,AR
0512599999,0512599999,817,560,673,1111,1300,5,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",125,99999,Saline County,Saline County,107118,44811,AR
0512799999,0512799999,618,459,462,774,897,5,NCNTY05127N05127,"Scott County, AR",127,99999,Scott County,Scott County,11233,5193,AR
0512999999,0512999999,617,485,510,810,896,5,NCNTY05129N05129,"Searcy County, AR",129,99999,Searcy County,Searcy County,8195,4900,AR
0513199999,0513199999,675,501,504,901,1086,5,METRO22900M22900,"Fort Smith, AR-OK HUD Metro FMR Area",131,99999,Sebastian County,Sebastian County,125744,54651,AR
0513399999,0513399999,617,458,461,766,846,5,NCNTY05133N05133,"Sevier County, AR",133,99999,Sevier County,Sevier County,17058,6887,AR
0513599999,0513599999,618,381,462,861,897,5,NCNTY05135N05135,"Sharp County, AR",135,99999,Sharp County,Sharp County,17264,9822,AR
0513799999,0513799999,634,471,474,792,921,5,NCNTY05137N05137,"Stone County, AR",137,99999,Stone County,Stone County,12394,6712,AR
0513999999,0513999999,702,527,531,871,994,5,NCNTY05139N05139,"Union County, AR",139,99999,Union County,Union County,41639,19653,AR
0514199999,0514199999,617,458,461,883,886,5,NCNTY05141N05141,"Van Buren County, AR",141,99999,Van Buren County,Van Buren County,17295,10345,AR
0514399999,0514399999,752,549,581,1092,1313,5,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",143,99999,Washington County,Washington County,203065,87808,AR
0514599999,0514599999,694,515,518,1003,1165,5,NCNTY05145N05145,"White County, AR",145,99999,White County,White County,77076,32488,AR
